,Fault Code,Device #,Wire #,"Custom
Text",Fault Text,Extended Description,PLC Tag,HMI Display,HMI,,,"Fault Tested
Initials & Date"
,F420,H14-10,8407,,"Conveyor 2 Sorter
Should Be Extended To Good Position","Cylinder sensor is reporting that the cylinder is in a position that it should not be in. Check that the cylinder has moved off/away from the sensor. If so, check the sensor for damage and replace as needed.",Sorter.Input.On_Flt.3,"F420   Conveyor 2 Sorter
Should Be Extended To Good Position
Device H14-10     Wire # 8407",Sorter.Input.On_Flt,4,,
,F421,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.4",,Sorter.Input.On_Flt.4,"F421   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.4",Sorter.Input.On_Flt,5,,
,F422,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.5",,Sorter.Input.On_Flt.5,"F422   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.5",Sorter.Input.On_Flt,6,,
,F423,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.6",,Sorter.Input.On_Flt.6,"F423   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.6",Sorter.Input.On_Flt,7,,
,F424,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.7",,Sorter.Input.On_Flt.7,"F424   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.7",Sorter.Input.On_Flt,8,,
,F425,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.8",,Sorter.Input.On_Flt.8,"F425   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.8",Sorter.Input.On_Flt,9,,
,F426,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.9",,Sorter.Input.On_Flt.9,"F426   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.9",Sorter.Input.On_Flt,10,,
,F427,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.10",,Sorter.Input.On_Flt.10,"F427   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.10",Sorter.Input.On_Flt,11,,
,F428,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.11",,Sorter.Input.On_Flt.11,"F428   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.11",Sorter.Input.On_Flt,12,,
,F429,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.12",,Sorter.Input.On_Flt.12,"F429   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.12",Sorter.Input.On_Flt,13,,
,F430,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.13",,Sorter.Input.On_Flt.13,"F430   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.13",Sorter.Input.On_Flt,14,,
,F431,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.14",,Sorter.Input.On_Flt.14,"F431   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.14",Sorter.Input.On_Flt,15,,
,F432,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.15",,Sorter.Input.On_Flt.15,"F432   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.15",Sorter.Input.On_Flt,16,,
,F433,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.16",,Sorter.Input.On_Flt.16,"F433   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.16",Sorter.Input.On_Flt,17,,
,F434,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.17",,Sorter.Input.On_Flt.17,"F434   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.17",Sorter.Input.On_Flt,18,,
,F435,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.18",,Sorter.Input.On_Flt.18,"F435   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.18",Sorter.Input.On_Flt,19,,
,F436,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.19",,Sorter.Input.On_Flt.19,"F436   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.19",Sorter.Input.On_Flt,20,,
,F437,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.20",,Sorter.Input.On_Flt.20,"F437   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.20",Sorter.Input.On_Flt,21,,
,F438,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.21",,Sorter.Input.On_Flt.21,"F438   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.21",Sorter.Input.On_Flt,22,,
,F439,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.22",,Sorter.Input.On_Flt.22,"F439   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.22",Sorter.Input.On_Flt,23,,
,F440,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.23",,Sorter.Input.On_Flt.23,"F440   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.23",Sorter.Input.On_Flt,24,,
,F441,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.24",,Sorter.Input.On_Flt.24,"F441   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.24",Sorter.Input.On_Flt,25,,
,F442,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.25",,Sorter.Input.On_Flt.25,"F442   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.25",Sorter.Input.On_Flt,26,,
,F443,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.26",,Sorter.Input.On_Flt.26,"F443   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.26",Sorter.Input.On_Flt,27,,
,F444,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.27",,Sorter.Input.On_Flt.27,"F444   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.27",Sorter.Input.On_Flt,28,,
,F445,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.28",,Sorter.Input.On_Flt.28,"F445   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.28",Sorter.Input.On_Flt,29,,
,F446,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.29",,Sorter.Input.On_Flt.29,"F446   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.29",Sorter.Input.On_Flt,30,,
,F447,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.30",,Sorter.Input.On_Flt.30,"F447   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.30",Sorter.Input.On_Flt,31,,
,F448,,,,"Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.31",,Sorter.Input.On_Flt.31,"F448   Spare Fault Message
PLC Tag: Sorter.Input.On_Flt.31",Sorter.Input.On_Flt,32,,
"Sys_Flts

System &
General Faults",,,,,,,,,,,,
,F449,M1-10,7042,,External E-Stop Active,"An external system has an active E-Stop. Clear the external E-Stop condition to clear the fault.
",Sys_Flts.Input.Off_Flt.0,"F449   External E-Stop Active
Device M1-10     Wire # 7042",Sys_Flts.Input.Off_Flt,1,,
,F450,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.1",,Sys_Flts.Input.Off_Flt.1,"F450   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.1",Sys_Flts.Input.Off_Flt,2,,
,F451,W13-1,9012,,Remote Emergency Stop 1 Pressed,"The Emergency Stop button on E-Stop 1, on the leg with the main disconnect, is pressed. Pull to release the button before restarting the system.
If the fault will not clear, inspect the button and wiring for damage.",Sys_Flts.Input.Off_Flt.2,"F451   Remote Emergency Stop 1 Pressed
Device W13-1     Wire # 9012",Sys_Flts.Input.Off_Flt,3,,
,F452,W13-2,9022,,Remote Emergency Stop 2 Pressed,"The Emergency Stop button on E-Stop 2, on the leg of the machine near the infeed and on the side of the main disconnect, is pressed. Pull to release the button before restarting the system.
If the fault will not clear, inspect the button and wiring for damage.",Sys_Flts.Input.Off_Flt.3,"F452   Remote Emergency Stop 2 Pressed
Device W13-2     Wire # 9022",Sys_Flts.Input.Off_Flt,4,,
,F453,W13-3,9032,,Remote Emergency Stop 3 Pressed,"The Emergency Stop button on E-Stop 3, on the leg of the machine near the infeed, is pressed. Pull to release the button before restarting the system.
If the fault will not clear, inspect the button and wiring for damage.",Sys_Flts.Input.Off_Flt.4,"F453   Remote Emergency Stop 3 Pressed
Device W13-3     Wire # 9032",Sys_Flts.Input.Off_Flt,5,,
,F454,W13-4,9042,,Remote Emergency Stop 4 Pressed,"The Emergency Stop button on E-Stop 4, on the leg of the machine near the outfeed, is pressed. Pull to release the button before restarting the system.
If the fault will not clear, inspect the button and wiring for damage.",Sys_Flts.Input.Off_Flt.5,"F454   Remote Emergency Stop 4 Pressed
Device W13-4     Wire # 9042",Sys_Flts.Input.Off_Flt,6,,
,F455,A6,11002,,"Start Pushbutton
Should Not Be Pressed",The pushbutton has been pressed for an abnormally long period of time. Inspect the button and wiring for damage.,Sys_Flts.Input.Off_Flt.6,"F455   Start Pushbutton
Should Not Be Pressed
Device A6     Wire # 11002",Sys_Flts.Input.Off_Flt,7,,
,F456,A7,11012,,"Stop Pushbutton
Should Not Be Pressed",The pushbutton has been pressed for an abnormally long period of time. Inspect the button and wiring for damage.,Sys_Flts.Input.Off_Flt.7,"F456   Stop Pushbutton
Should Not Be Pressed
Device A7     Wire # 11012",Sys_Flts.Input.Off_Flt,8,,
,F457,A8,11022,,"Fault Reset Pushbutton
Should Not Be Pressed",The pushbutton has been pressed for an abnormally long period of time. Inspect the button and wiring for damage.,Sys_Flts.Input.Off_Flt.8,"F457   Fault Reset Pushbutton
Should Not Be Pressed
Device A8     Wire # 11022",Sys_Flts.Input.Off_Flt,9,,
,F458,H13,8327,,"Air Pressure
Should Not Be Ok","The air pressure sensor is indicating that there is still air pressure in the system when their should not be.
Check the following:
- The electronic dump valve is operating properly and is not overridden
- The safety system is operating properly
- The pneumatics system has not been modified and an air source has not been added after the dump valve.",Sys_Flts.Input.Off_Flt.9,"F458   Air Pressure
Should Not Be Ok
Device H13     Wire # 8327",Sys_Flts.Input.Off_Flt,10,,
,F459,L1-1,,IP Address: 10.0.1.11,"Main Enclosure Remote I/O
Communication Error","The PLC is reporting a communication error with the remote I/O module located in the Main Enclosure. Check the following:
- Ensure the remote I/O module is powered. Check the circuit breaker if it is not.
- Ethernet connection between the remote I/O module and PLC
- Check that there is no other devices on the network with the same IP address
- Power cycle the remote I/O module.",Sys_Flts.Input.Off_Flt.10,"F459   Main Enclosure Remote I/O
Communication Error
Device L1-1     IP Address: 10.0.1.11",Sys_Flts.Input.Off_Flt,11,,
,F460,L1-2,,IP Address: 10.0.1.12,"HMI Enclosure Remote I/O
Communication Error","The PLC is reporting a communication error with the remote I/O module located in the Main Enclosure. Check the following:
- Ensure the remote I/O module is powered. Check the circuit breaker if it is not.
- Ethernet connection between the remote I/O module and PLC
- Check that there is no other devices on the network with the same IP address
- Power cycle the remote I/O module.",Sys_Flts.Input.Off_Flt.11,"F460   HMI Enclosure Remote I/O
Communication Error
Device L1-2     IP Address: 10.0.1.12",Sys_Flts.Input.Off_Flt,12,,
,F461,W11-1,9052,,Guard Door 1 Opened,"Guard door indicates that it is not fully closed. The door is located on the same side as the main disconnect.
Open and close the door to correct the issue.
If the issue persists, check the alignment of the safety sensor and magnet adjust as required. Inspect the wiring and replace as required.
Note: This signal does not reflect the safety circuit. So it is possible to have a safety circuit issue and not receive this fault.",Sys_Flts.Input.Off_Flt.12,"F461   Guard Door 1 Opened
Device W11-1     Wire # 9052",Sys_Flts.Input.Off_Flt,13,,
,F462,W11-2,9062,,Guard Door 2 Opened,"Guard door indicates that it is not fully closed. The door is located on the same side as the main disconnect.
Open and close the door to correct the issue.
If the issue persists, check the alignment of the safety sensor and magnet adjust as required. Inspect the wiring and replace as required.
Note: This signal does not reflect the safety circuit. So it is possible to have a safety circuit issue and not receive this fault.",Sys_Flts.Input.Off_Flt.13,"F462   Guard Door 2 Opened
Device W11-2     Wire # 9062",Sys_Flts.Input.Off_Flt,14,,
,F463,W11-3,9072,,Guard Door 3 Opened,"Guard door indicates that it is not fully closed. The door is located on the opposite side of the main disconnect.
Open and close the door to correct the issue.
If the issue persists, check the alignment of the safety sensor and magnet adjust as required. Inspect the wiring and replace as required.
Note: This signal does not reflect the safety circuit. So it is possible to have a safety circuit issue and not receive this fault.",Sys_Flts.Input.Off_Flt.14,"F463   Guard Door 3 Opened
Device W11-3     Wire # 9072",Sys_Flts.Input.Off_Flt,15,,
,F464,W11-4,9082,,Guard Door 4 Opened,"Guard door indicates that it is not fully closed. The door is located on the opposite side of the main disconnect.
Open and close the door to correct the issue.
If the issue persists, check the alignment of the safety sensor and magnet adjust as required. Inspect the wiring and replace as required.
Note: This signal does not reflect the safety circuit. So it is possible to have a safety circuit issue and not receive this fault.",Sys_Flts.Input.Off_Flt.15,"F464   Guard Door 4 Opened
Device W11-4     Wire # 9082",Sys_Flts.Input.Off_Flt,16,,
,F465,,,,Reserved for Guard Door 5 Opened,,Sys_Flts.Input.Off_Flt.16,F465   Reserved for Guard Door 5 Opened,Sys_Flts.Input.Off_Flt,17,,
,F466,,,,Reserved for Guard Door 6 Opened,,Sys_Flts.Input.Off_Flt.17,F466   Reserved for Guard Door 6 Opened,Sys_Flts.Input.Off_Flt,18,,
,F467,,,,Reserved for Guard Door 7 Opened,,Sys_Flts.Input.Off_Flt.18,F467   Reserved for Guard Door 7 Opened,Sys_Flts.Input.Off_Flt,19,,
,F468,W11-5,9093,,Sorter Guard Door 1 Opened,"Guard door indicates that it is not fully closed. The door is located at sorter 2 on middle/outfeed conveyor, on the same side as the main disconnect.
Open and close the door to correct the issue.
If the issue persists, check the alignment of the safety sensor and magnet adjust as required. Inspect the wiring and replace as required.
Note: This signal does not reflect the safety circuit. So it is possible to have a safety circuit issue and not receive this fault.",Sys_Flts.Input.Off_Flt.19,"F468   Sorter Guard Door 1 Opened
Device W11-5     Wire # 9093",Sys_Flts.Input.Off_Flt,20,,
,F469,W11-6,9103,,Sorter Guard Door 2 Opened,"Guard door indicates that it is not fully closed. The door is located at sorter 2 on middle/outfeed conveyor, on the opposite side of the main disconnect.
Open and close the door to correct the issue.
If the issue persists, check the alignment of the safety sensor and magnet adjust as required. Inspect the wiring and replace as required.
Note: This signal does not reflect the safety circuit. So it is possible to have a safety circuit issue and not receive this fault.",Sys_Flts.Input.Off_Flt.20,"F469   Sorter Guard Door 2 Opened
Device W11-6     Wire # 9103",Sys_Flts.Input.Off_Flt,21,,
,F470,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.21",,Sys_Flts.Input.Off_Flt.21,"F470   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.21",Sys_Flts.Input.Off_Flt,22,,
,F471,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.22",,Sys_Flts.Input.Off_Flt.22,"F471   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.22",Sys_Flts.Input.Off_Flt,23,,
,F472,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.23",,Sys_Flts.Input.Off_Flt.23,"F472   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.23",Sys_Flts.Input.Off_Flt,24,,
,F473,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.24",,Sys_Flts.Input.Off_Flt.24,"F473   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.24",Sys_Flts.Input.Off_Flt,25,,
,F474,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.25",,Sys_Flts.Input.Off_Flt.25,"F474   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.25",Sys_Flts.Input.Off_Flt,26,,
,F475,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.26",,Sys_Flts.Input.Off_Flt.26,"F475   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.26",Sys_Flts.Input.Off_Flt,27,,
,F476,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.27",,Sys_Flts.Input.Off_Flt.27,"F476   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.27",Sys_Flts.Input.Off_Flt,28,,
,F477,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.28",,Sys_Flts.Input.Off_Flt.28,"F477   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.28",Sys_Flts.Input.Off_Flt,29,,
,F478,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.29",,Sys_Flts.Input.Off_Flt.29,"F478   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.29",Sys_Flts.Input.Off_Flt,30,,
,F479,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.30",,Sys_Flts.Input.Off_Flt.30,"F479   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.30",Sys_Flts.Input.Off_Flt,31,,
,F480,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.31",,Sys_Flts.Input.Off_Flt.31,"F480   Spare Fault Message
PLC Tag: Sys_Flts.Input.Off_Flt.31",Sys_Flts.Input.Off_Flt,32,,
,F481,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.00",,Sys_Flts.Input.On_Flt.00,"F481   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.00",Sys_Flts.Input.On_Flt,1,,
,F482,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.01",,Sys_Flts.Input.On_Flt.01,"F482   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.01",Sys_Flts.Input.On_Flt,2,,
,F483,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.02",,Sys_Flts.Input.On_Flt.02,"F483   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.02",Sys_Flts.Input.On_Flt,3,,
,F484,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.03",,Sys_Flts.Input.On_Flt.03,"F484   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.03",Sys_Flts.Input.On_Flt,4,,
,F485,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.04",,Sys_Flts.Input.On_Flt.04,"F485   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.04",Sys_Flts.Input.On_Flt,5,,
,F486,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.05",,Sys_Flts.Input.On_Flt.05,"F486   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.05",Sys_Flts.Input.On_Flt,6,,
,F487,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.06",,Sys_Flts.Input.On_Flt.06,"F487   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.06",Sys_Flts.Input.On_Flt,7,,
,F488,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.07",,Sys_Flts.Input.On_Flt.07,"F488   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.07",Sys_Flts.Input.On_Flt,8,,
,F489,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.08",,Sys_Flts.Input.On_Flt.08,"F489   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.08",Sys_Flts.Input.On_Flt,9,,
,F490,H13,8327,,"Air Pressure 
Should  Be Ok","The system air pressure is outside of the allowable range. Check the following:
- Dirty or clogged air filters on the air prep unit. Replace as required
- Water in a filter on the air prep unit
- Manual shut off valve is opened
- Electronic dump valve is operating properly
- Incoming air pressure is at 80 PSI or higher
- Pressure regulator is set to 80 PSI
- Leaks in the pneumatic system",Sys_Flts.Input.On_Flt.09,"F490   Air Pressure 
Should  Be Ok
Device H13     Wire # 8327",Sys_Flts.Input.On_Flt,10,,
,F491,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.10",,Sys_Flts.Input.On_Flt.10,"F491   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.10",Sys_Flts.Input.On_Flt,11,,
,F492,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.11",,Sys_Flts.Input.On_Flt.11,"F492   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.11",Sys_Flts.Input.On_Flt,12,,
,F493,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.12",,Sys_Flts.Input.On_Flt.12,"F493   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.12",Sys_Flts.Input.On_Flt,13,,
,F494,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.13",,Sys_Flts.Input.On_Flt.13,"F494   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.13",Sys_Flts.Input.On_Flt,14,,
,F495,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.14",,Sys_Flts.Input.On_Flt.14,"F495   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.14",Sys_Flts.Input.On_Flt,15,,
,F496,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.15",,Sys_Flts.Input.On_Flt.15,"F496   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.15",Sys_Flts.Input.On_Flt,16,,
,F497,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.16",,Sys_Flts.Input.On_Flt.16,"F497   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.16",Sys_Flts.Input.On_Flt,17,,
,F498,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.17",,Sys_Flts.Input.On_Flt.17,"F498   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.17",Sys_Flts.Input.On_Flt,18,,
,F499,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.18",,Sys_Flts.Input.On_Flt.18,"F499   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.18",Sys_Flts.Input.On_Flt,19,,
,F500,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.19",,Sys_Flts.Input.On_Flt.19,"F500   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.19",Sys_Flts.Input.On_Flt,20,,
,F501,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.20",,Sys_Flts.Input.On_Flt.20,"F501   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.20",Sys_Flts.Input.On_Flt,21,,
,F502,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.21",,Sys_Flts.Input.On_Flt.21,"F502   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.21",Sys_Flts.Input.On_Flt,22,,
,F503,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.22",,Sys_Flts.Input.On_Flt.22,"F503   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.22",Sys_Flts.Input.On_Flt,23,,
,F504,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.23",,Sys_Flts.Input.On_Flt.23,"F504   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.23",Sys_Flts.Input.On_Flt,24,,
,F505,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.24",,Sys_Flts.Input.On_Flt.24,"F505   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.24",Sys_Flts.Input.On_Flt,25,,
,F506,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.25",,Sys_Flts.Input.On_Flt.25,"F506   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.25",Sys_Flts.Input.On_Flt,26,,
,F507,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.26",,Sys_Flts.Input.On_Flt.26,"F507   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.26",Sys_Flts.Input.On_Flt,27,,
,F508,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.27",,Sys_Flts.Input.On_Flt.27,"F508   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.27",Sys_Flts.Input.On_Flt,28,,
,F509,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.28",,Sys_Flts.Input.On_Flt.28,"F509   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.28",Sys_Flts.Input.On_Flt,29,,
,F510,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.29",,Sys_Flts.Input.On_Flt.29,"F510   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.29",Sys_Flts.Input.On_Flt,30,,
,F511,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.30",,Sys_Flts.Input.On_Flt.30,"F511   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.30",Sys_Flts.Input.On_Flt,31,,
,F512,,,,"Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.31",,Sys_Flts.Input.On_Flt.31,"F512   Spare Fault Message
PLC Tag: Sys_Flts.Input.On_Flt.31",Sys_Flts.Input.On_Flt,32,,
"Lamps_XP_1

XP PS #1 Faults
",,,,,,,,,,,,
,F513,T8-1,,,"Lamps PS #1 Communication Fault
Check Connection Between Anybus Module(E40) And
Lamp Power Supply.","PLC is unable to communicate with the XP power supply #1.
Check the following:
- Ethernet connection between the Anybus module and PLC
- Serial communication between Anybus and XP power supply.
- Power cycle the Anybus unit.
- Power Cycle the XP power supply unit.",Lamps_XP_1.Input.Off_Flt.0,"F513   Lamps PS #1 Communication Fault
Check Connection Between Anybus Module(E40) And
Lamp Power Supply.
Device T8-1",Lamps_XP_1.Input.Off_Flt,1,,
,F514,T8-1,,,Lamps PS #1 AC Failure,"The XP power supply #1 unit is indicating a AC supply issue. This can occur during power cycling of the XP power supply unit. If the issue is not related to power cycling of the unit, support from XP power supply may be required.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.1,"F514   Lamps PS #1 AC Failure
Device T8-1",Lamps_XP_1.Input.Off_Flt,2,,
,F515,T8-1,,,Lamps PS #1 Over Temperature Fault,"The XP power supply #1 is reporting an over temperature alarm. Check cooling in and around the power supply and the enclosure.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.2,"F515   Lamps PS #1 Over Temperature Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,3,,
,F516,T8-1,,,Lamps PS #1 Iout Over Current Fault,"The XP power supply #1 is reporting an over current fault. Check for short circuits to the output of power supply.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.3,"F516   Lamps PS #1 Iout Over Current Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,4,,
,F517,T8-1,,,Lamps PS #1 Vout Over Voltage Fault,"The XP power supply #1 is reporting an over voltage fault. Output voltage has exceeded the allowable limit. Check that the voltage limit is set to approximately 120V. Do not exceed 125V.
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.4,"F517   Lamps PS #1 Vout Over Voltage Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,5,,
,F518,T8-1,,,Lamps PS #1 Unknown Fault,"The XP power supply #1 has an unknown fault. 
Consult the XP power supply user manual for details.",Lamps_XP_1.Input.Off_Flt.5,"F518   Lamps PS #1 Unknown Fault
Device T8-1",Lamps_XP_1.Input.Off_Flt,6,,
